Periodo,Campus,NRC,Facultad ,Departamento,Parte pdo,Lista cruzada,Materia,Secc,Nivel materia,Modo calificación,Estatus secc,Créditos,Nombre largo curso,Cupo,Inscritos,Cupo disponible,Indicador de sesión,Profesor(es),Tipo horario (franja),Fecha inicio,Fecha fin,Hora inicio,Hora fin,Edificio,Salón,Capacidad salón,Atributo salón,Descripción atributo salón,Atributo curso,Atributo sección,Lunes,Martes,Miercoles,Jueves,Viernes,Sábado,Domingo,Censo 1,Fecha de censo 1,Censo 2,Fecha de censo 2
202510,CAMPUS PRINCIPAL,25588.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2304,2,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,SISTEMAS TRANSACCIONALES,30.0,22.0,8.0,1.0,(01) OSCAR JAVIER AVILA CIFUENTES(Y),TEORICA,2025-01-21,2025-01-22,930.0,1050.0,Q,Q_508,32.0,,,,,,M,,,,,,23.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,25588.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2304,2,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,SISTEMAS TRANSACCIONALES,30.0,22.0,8.0,1.0,(01) OSCAR JAVIER AVILA CIFUENTES(Y),TEORICA,2025-01-23,2025-05-24,930.0,1050.0,SD,SD_303,26.0,,,,,,M,,J,,,,23.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,25589.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2304,4,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,SISTEMAS TRANSACCIONALES,27.0,27.0,0.0,1.0,(01) WILFREDY  SANTAMARIA RUIZ(Y),TEORICA,2025-01-21,2025-05-24,1230.0,1350.0,SD,SD_402,50.0,EXPR,Salón con móvil express,,,,M,,J,,,,27.0,2025-03-10,27.0,2025-04-21
202510,CAMPUS PRINCIPAL,25611.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,12,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,24.0,0.0,1.0,(01) MONICA  TRUJILLO RAMIREZ(Y),TALLER Y PBL,2025-01-21,2025-05-24,1230.0,1350.0,SD,SD_403,26.0,FAES,Fácil acceso estudiante,,ECUR-CURSO TIPO E,,,,J,,,,24.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,25611.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,12,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,24.0,0.0,1.0,(01) MONICA  TRUJILLO RAMIREZ(Y),TALLER Y PBL,2025-01-21,2025-05-24,1230.0,1350.0,W,W_205,24.0,FAES,Fácil acceso estudiante,,ECUR-CURSO TIPO E,,M,,,,,,24.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,25753.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-2651,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO BIOMATERIALES,20.0,21.0,-1.0,1.0,(01) MARIA CAMILA VARGAS MELO(Y),LABORATORIO,2025-01-21,2025-05-24,1530.0,1650.0,ML,ML_616B,20.0,,,,,,M,,,,,,21.0,2025-03-10,21.0,2025-04-21
202510,CAMPUS PRINCIPAL,25811.0,INGENIERÍA,INGEN. ELECTRICA Y ELECTRONICA,1,,IELE-2009L,3,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LAB COMPUTACION CIENTIFICA,12.0,13.0,-1.0,1.0,(01) KEVIN ANDRES TIMARAN POTOSI(Y),LABORATORIO,2025-01-21,2025-05-24,930.0,1050.0,SD,SD_301,26.0,COMP,Sala de computo,,,L,,,,,,,13.0,2025-03-10,13.0,2025-04-21
202510,CAMPUS PRINCIPAL,25840.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-4213,1,MAGISTER,APROBADO/REPROBADO,ACTIVA,4.0,TESIS 1 MICIV,50.0,26.0,24.0,1.0,(01) LAURA  SANTOS MALDONADO(Y) | (01) JULIETH ANGELICA MATEUS CALVO,PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,26.0,2025-03-10,26.0,2025-04-21
202510,CAMPUS PRINCIPAL,25841.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-4214,1,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,8.0,TESIS 2 MICIV,50.0,20.0,30.0,1.0,(01) LAURA  SANTOS MALDONADO(Y) | (01) JULIETH ANGELICA MATEUS CALVO,PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,20.0,2025-03-10,21.0,2025-04-21
202510,CAMPUS PRINCIPAL,25843.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-4217,1,MAGISTER,APROBADO/REPROBADO,ACTIVA,4.0,TESIS 1 MIAMB,20.0,4.0,16.0,1.0,(01) LAURA  SANTOS MALDONADO(Y) | (01) JULIETH ANGELICA MATEUS CALVO,PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,4.0,2025-03-10,4.0,2025-04-21
202510,CAMPUS PRINCIPAL,25844.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-4218,1,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,8.0,TESIS 2 MIAMB,20.0,2.0,18.0,1.0,(01) LAURA  SANTOS MALDONADO(Y) | (01) JULIETH ANGELICA MATEUS CALVO,PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,2.0,2025-03-10,2.0,2025-04-21
202510,CAMPUS PRINCIPAL,26170.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1304,4,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INFRAESTRUCTURA TECNOLÓGICA,30.0,30.0,0.0,1.0,(01) JONATAN  LEGRO PASTRANA(Y),TEORICA,2025-01-21,2025-05-24,1230.0,1350.0,SD,SD_201-2,52.0,,,,,L,M,,,,,,30.0,2025-03-10,30.0,2025-04-21
202510,CAMPUS PRINCIPAL,27376.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_001,ISIS-1001,5,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INTRODUCCION A LA INGENIERIA DE SISTEMAS,31.0,27.0,4.0,2.0,(02) JUAN PABLO FERNANDEZ RAMIREZ | (02) NATALIA  FRANCO TAMARA,TEORICA,2025-01-21,2025-05-24,930.0,1050.0,R,R_209,192.0,,,,,L,,,,,,,28.0,2025-03-10,29.0,2025-04-21
202510,CAMPUS PRINCIPAL,27376.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_001,ISIS-1001,5,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INTRODUCCION A LA INGENIERIA DE SISTEMAS,31.0,27.0,4.0,1.0,(01) IVAN DAVID SALAZAR CARDENAS(Y),TEORICA,2025-01-21,2025-05-24,1530.0,1650.0,RGD,RGD_02,40.0,,,,,,M,I,,,,,28.0,2025-03-10,29.0,2025-04-21
202510,CAMPUS PRINCIPAL,27381.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1106,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,LENGUAJES Y MÁQUINAS,32.0,25.0,7.0,1.0,(01) NICOLAS  CARDOZO ALVAREZ(Y),TEORICA,2025-01-21,2025-05-24,1530.0,1650.0,O,O_403,50.0,,,,,,M,,J,,,,31.0,2025-03-10,25.0,2025-04-21
202510,CAMPUS PRINCIPAL,27388.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2603,6,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,DESARROLLO DE SW EN EQUIPO,24.0,22.0,2.0,1.0,(01) JOSE JOAQUIN BOCANEGRA GARCIA(Y),TALLER Y PBL,2025-01-21,2025-05-24,1400.0,1520.0,S1,S1_003,45.0,,,,,,,I,,V,,,23.0,2025-03-10,22.0,2025-04-21
202510,CAMPUS PRINCIPAL,27390.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2304,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,SISTEMAS TRANSACCIONALES,26.0,26.0,0.0,1.0,(01) HECTOR JULIO MELO OCAMPO(Y),TEORICA,2025-01-21,2025-05-24,1100.0,1220.0,SD,SD_205-6,52.0,EXPR,Salón con móvil express,,,,,,J,,,,26.0,2025-03-10,27.0,2025-04-21
202510,CAMPUS PRINCIPAL,27390.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2304,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,SISTEMAS TRANSACCIONALES,26.0,26.0,0.0,1.0,(01) HECTOR JULIO MELO OCAMPO(Y),TEORICA,2025-01-21,2025-05-24,1100.0,1220.0,SD,SD_405,26.0,EXPR,Salón con móvil express,,,,M,,,,,,26.0,2025-03-10,27.0,2025-04-21
202510,CAMPUS PRINCIPAL,27391.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2007,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,DISEÑO DE PRODUCTOS E INNOVACIÓN EN TI,48.0,48.0,0.0,1.0,(01) JAVIER ORLANDO TORRES PAEZ(Y),TEORICA,2025-01-21,2025-05-24,1530.0,1650.0,AU,AU_103-4,52.0,ACLE,Salón active learning,,,,M,,J,,,,48.0,2025-03-10,48.0,2025-04-21
202510,CAMPUS PRINCIPAL,27392.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,16,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,21.0,3.0,1.0,(01) EDGAR HERNAN ROJAS MUÑOZ(Y),TALLER Y PBL,2025-01-21,2025-05-24,1700.0,1820.0,SD,SD_403,26.0,EXPR,Salón con móvil express,,ECUR-CURSO TIPO E,,,,J,,,,21.0,2025-03-10,22.0,2025-04-21
202510,CAMPUS PRINCIPAL,27392.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,16,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,21.0,3.0,1.0,(01) EDGAR HERNAN ROJAS MUÑOZ(Y),TALLER Y PBL,2025-01-21,2025-05-24,1700.0,1820.0,W,W_201,24.0,,,,ECUR-CURSO TIPO E,,M,,,,,,21.0,2025-03-10,22.0,2025-04-21
202510,CAMPUS PRINCIPAL,27499.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-3301,1,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INTELIGENCIA DE NEGOCIOS,23.0,23.0,0.0,1.0,(01) MANUEL FELIPE PORRAS TASCON(Y),TEORICA,2025-01-21,2025-05-24,800.0,920.0,AU,AU_403,36.0,,,,,L,,,J,,,,23.0,2025-03-10,23.0,2025-04-21
202510,CAMPUS PRINCIPAL,27582.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-2304,A,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,FUNDAMENTOS DE GEOTECNIA,55.0,53.0,2.0,1.0,(01) NICOLAS  ESTRADA MEJIA(Y),MAGISTRAL,2025-01-21,2025-05-24,930.0,1050.0,RGD,RGD_005,64.0,ACLE,Salón active learning,,,,M,,J,,,,53.0,2025-03-10,55.0,2025-04-21
202510,CAMPUS PRINCIPAL,27589.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-3305L,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LAB ESTRUCTURAS GEOTECNICAS,12.0,12.0,0.0,1.0,(01) LAURA SOFIA MENDEZ HERNANDEZ(Y),LABORATORIO,2025-01-21,2025-05-24,1400.0,1520.0,ML,ML_038,2.0,,,,,,,I,,,,,12.0,2025-03-10,13.0,2025-04-21
202510,CAMPUS PRINCIPAL,27590.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-3306,A,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,SISTEMAS DE TRANSPORTE,70.0,46.0,24.0,1.0,(01) ALVARO  RODRIGUEZ VALENCIA(Y),MAGISTRAL,2025-01-21,2025-05-24,1100.0,1220.0,W,W_404,79.0,FACC,Fácil acceso salud profesor,,,L,,I,,,,,47.0,2025-03-10,47.0,2025-04-21
202510,CAMPUS PRINCIPAL,27631.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-1122L,5,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LAB MATERIALES ING CIVIL,10.0,4.0,6.0,1.0,(01) WILMAR ANDRES CALDERON GUEVARA(Y),LABORATORIO,2025-01-21,2025-05-24,1100.0,1220.0,ML,ML_029,20.0,,,,,,,,,V,,,5.0,2025-03-10,4.0,2025-04-21
202510,CAMPUS PRINCIPAL,27756.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-3702L,5,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LAB RESIDUOS SOLIDOS,4.0,6.0,-2.0,1.0,(01) MARIA PAULA REYES MORALES(Y),LABORATORIO,2025-01-21,2025-05-24,1400.0,1520.0,ML,ML_420,5.0,,,,,,,,J,,,,6.0,2025-03-10,6.0,2025-04-21
202510,CAMPUS PRINCIPAL,27796.0,INGENIERÍA,INGENIERIA INDUSTRIAL,1,,IIND-2107,4,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,PROBABILIDAD Y ESTADISTICA II,38.0,32.0,6.0,1.0,(01) JORGE ALFREDO ACEVEDO RAMOS(Y),MAGISTRAL,2025-01-21,2025-05-24,1400.0,1520.0,RGD,RGD_203,60.0,FAES,Fácil acceso estudiante,,,,,I,,V,,,33.0,2025-03-10,32.0,2025-04-21
202510,CAMPUS PRINCIPAL,27802.0,INGENIERÍA,INGENIERIA INDUSTRIAL,1,,IIND-4414,1,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,4.0,INGENIERÍA FINANCIERA,42.0,37.0,5.0,1.0,(01) SERGIO ANDRES CABRALES AREVALO(Y),TEORICA,2025-01-21,2025-05-24,1530.0,1650.0,ML,ML_515,50.0,EXPR,Salón con móvil express,,,,M,,J,,,,40.0,2025-03-10,40.0,2025-04-21
202510,CAMPUS PRINCIPAL,27891.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-1116L,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO  ESTÁTICA,25.0,21.0,4.0,1.0,(01) LUISA FERNANDA BONILLA TRIANA(Y),LABORATORIO,2025-01-21,2025-05-24,1100.0,1220.0,AU,AU_401,30.0,,,,,,,,,V,,,24.0,2025-03-10,21.0,2025-04-21
202510,CAMPUS PRINCIPAL,27893.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-1116L,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO  ESTÁTICA,25.0,9.0,16.0,1.0,(01) LUISA FERNANDA BONILLA TRIANA(Y),LABORATORIO,2025-01-21,2025-05-24,1400.0,1520.0,Q,Q_307,42.0,,,,,,,,,V,,,10.0,2025-03-10,9.0,2025-04-21
202510,CAMPUS PRINCIPAL,28614.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,MINE-4302,1,MAGISTER,APROBADO/REPROBADO,ACTIVA,4.0,TESIS 1,2.0,2.0,0.0,1.0,(01) JUAN PABLO FERNANDEZ RAMIREZ(Y),PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,2.0,2025-03-10,2.0,2025-04-21
202510,CAMPUS PRINCIPAL,30464.0,INGENIERÍA,INGENIERIA INDUSTRIAL,1,,IIND-3311,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,ESTRATEGIA ORGANIZACIONAL (EPSI),52.0,43.0,9.0,1.0,(01) RICARDO JAVIER HERNANDEZ PARDO(Y),MAGISTRAL,2025-01-21,2025-05-24,800.0,1050.0,RGD,RGD_206-7,80.0,MMOV,Salón sillas y mesas movibles,,BLEN-MODALIDAD BLENDED CONECTA-TE | EPSI-CURSO EPSILON,,,I,,,,,43.0,2025-03-10,43.0,2025-04-21
202510,CAMPUS PRINCIPAL,30471.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-3601L,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO EVALUACION Y AUDITORIA AMBIENTAL,20.0,9.0,11.0,1.0,(01) JUAN SEBASTIAN TORRES LOZANO(Y),LABORATORIO,2025-01-21,2025-05-24,1100.0,1220.0,RGD,RGD_310,32.0,,,,,,,,,V,,,9.0,2025-03-10,9.0,2025-04-21
202510,CAMPUS PRINCIPAL,30477.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-3501L,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO CALIDAD DEL AIRE Y METEOROLOGIA,20.0,16.0,4.0,1.0,(01) JUAN SEBASTIAN TORRES LOZANO(Y),LABORATORIO,2025-01-21,2025-05-24,1230.0,1350.0,ML,ML_417,5.0,,,,,,,,,V,,,16.0,2025-03-10,16.0,2025-04-21
202510,CAMPUS PRINCIPAL,30699.0,INGENIERÍA,INGENIERIA MECANICA,1,,IMEC-2700,A,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,PROYECTO INTERMEDIO,58.0,54.0,4.0,1.0,(01) CAMILO ANDRES SEDANO QUIROZ(Y),TEORICA,2025-01-21,2025-05-24,1230.0,1350.0,B,B_402,99.0,ACLE,Salón active learning,,,L,,,,,,,55.0,2025-03-10,54.0,2025-04-21
202510,CAMPUS PRINCIPAL,30699.0,INGENIERÍA,INGENIERIA MECANICA,1,,IMEC-2700,A,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,PROYECTO INTERMEDIO,58.0,54.0,4.0,1.0,(01) CAMILO ANDRES SEDANO QUIROZ(Y),TEORICA,2025-01-21,2025-05-24,1230.0,1350.0,RGD,RGD_005,64.0,,,,,,,I,,,,,55.0,2025-03-10,54.0,2025-04-21
202510,CAMPUS PRINCIPAL,30897.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-2099L,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO DE FISIOLOGIA CUANTITATIVA PARA INGENIERIA BIOMEDICA 1,20.0,20.0,0.0,1.0,(01) ALEJANDRO  MARTINEZ PERICO(Y),LABORATORIO,2025-01-21,2025-05-24,1530.0,1650.0,R,R_113,77.0,,,,,,,I,,,,,19.0,2025-03-10,21.0,2025-04-21
202510,CAMPUS PRINCIPAL,30902.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-2251,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO FENÓMENOS DE TRANSPORTE BIOLÓGICO,22.0,14.0,8.0,1.0,(01) PAULA ANDREA VILLAMARIN MANRIQUE(Y),LABORATORIO,2025-01-21,2025-05-24,930.0,1050.0,ML,ML_515,50.0,FAES,Fácil acceso estudiante,,,,M,,,,,,14.0,2025-03-10,14.0,2025-04-21
202510,CAMPUS PRINCIPAL,30903.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-2251,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO FENÓMENOS DE TRANSPORTE BIOLÓGICO,22.0,21.0,1.0,1.0,(01) PAULA ANDREA VILLAMARIN MANRIQUE(Y),LABORATORIO,2025-01-21,2025-05-24,930.0,1050.0,ML,ML_509,60.0,SXNK,Salón móvil express y nukak,,,,,I,,,,,21.0,2025-03-10,23.0,2025-04-21
202510,CAMPUS PRINCIPAL,30992.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,7,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,22.0,2.0,1.0,(01) OSCAR FERNANDO GONZALEZ ROJAS(Y),TALLER Y PBL,2025-01-21,2025-05-24,1100.0,1220.0,SD,SD_403,26.0,EXPR,Salón con móvil express,,ECUR-CURSO TIPO E,,,,J,,,,22.0,2025-03-10,22.0,2025-04-21
202510,CAMPUS PRINCIPAL,30992.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,7,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,22.0,2.0,1.0,(01) OSCAR FERNANDO GONZALEZ ROJAS(Y),TALLER Y PBL,2025-01-21,2025-05-24,1100.0,1220.0,W,W_203,24.0,,,,ECUR-CURSO TIPO E,,M,,,,,,22.0,2025-03-10,22.0,2025-04-21
202510,CAMPUS PRINCIPAL,31024.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2503,1,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,ARQUITECTURA Y DISEÑO DE SOFTWARE,32.0,31.0,1.0,2.0,(02) JUAN ANDRES AVELINO OSPINA,LABORATORIO,2025-01-21,2025-05-24,630.0,750.0,RGD,RGD_203,60.0,,,,,L,,,,,,,31.0,2025-03-10,32.0,2025-04-21
202510,CAMPUS PRINCIPAL,31024.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2503,1,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,ARQUITECTURA Y DISEÑO DE SOFTWARE,32.0,31.0,1.0,1.0,(01) LEONARDO ENRIQUE IBARRA BECERRA(Y),TEORICA,2025-01-21,2025-05-24,630.0,750.0,RGD,RGD_201,60.0,,,,,,M,,,V,,,31.0,2025-03-10,32.0,2025-04-21
202510,CAMPUS PRINCIPAL,31038.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-3260L,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO MODELADO Y SIMULACIÓN DE SISTEMA BIOMÉDICOS,20.0,22.0,-2.0,1.0,(01) ANDRES FELIPE CADENA PARRA(Y),LABORATORIO,2025-01-21,2025-05-24,1100.0,1220.0,SD,SD_403,26.0,,,,,,M,,,,,,22.0,2025-03-10,22.0,2025-04-21
202510,CAMPUS PRINCIPAL,31039.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-3260L,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO MODELADO Y SIMULACIÓN DE SISTEMA BIOMÉDICOS,25.0,26.0,-1.0,1.0,(01) ANDRES FELIPE CADENA PARRA(Y),LABORATORIO,2025-01-21,2025-05-24,1530.0,1650.0,LL,LL_103,27.0,,,,,,M,,,,,,26.0,2025-03-10,26.0,2025-04-21
202510,CAMPUS PRINCIPAL,31040.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-3161,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO DE BIOMECANICA,15.0,6.0,9.0,1.0,(01) MARIA VALENTINA PINZON RIAÑO(Y),LABORATORIO,2025-01-21,2025-05-24,1400.0,1520.0,Y,Y_101,60.0,,,,,,,I,,,,,6.0,2025-03-10,6.0,2025-04-21
202510,CAMPUS PRINCIPAL,31041.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-3161,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO DE BIOMECANICA,15.0,8.0,7.0,1.0,(01) MARIA VALENTINA PINZON RIAÑO(Y),LABORATORIO,2025-01-21,2025-05-24,1400.0,1520.0,Y,Y_101,60.0,,,,,,,,,V,,,8.0,2025-03-10,8.0,2025-04-21
202510,CAMPUS PRINCIPAL,31044.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-3271,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO DE BIOESTADISTICA Y DISEÑO DE EXPERIMENTOS,20.0,19.0,1.0,1.0,(01) DIEGO ANDRES MARTINEZ MEJIA(Y),LABORATORIO,2025-01-21,2025-05-24,800.0,920.0,SD,SD_403,26.0,FAES,Fácil acceso estudiante,,,,M,,,,,,19.0,2025-03-10,19.0,2025-04-21
202510,CAMPUS PRINCIPAL,31233.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-2304L,5,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LAB FUNDAMENTOS DE GEOTECNIA,11.0,13.0,-2.0,1.0,(01) CIRO ELIAS AVILA CASTELLANOS(Y),LABORATORIO,2025-01-21,2025-05-24,1230.0,1350.0,ML,ML_105,8.0,,,,,,,,,V,,,13.0,2025-03-10,14.0,2025-04-21
202510,CAMPUS PRINCIPAL,31423.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2403,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,ARQUITECTURA EMPRESARIAL,34.0,27.0,7.0,1.0,(01) JORGE ALBERTO VILLALOBOS SALCEDO(Y),TEORICA,2025-01-21,2025-05-24,800.0,920.0,R,R_113,77.0,,,,,,,I,J,,,,32.0,2025-03-10,28.0,2025-04-21
202510,CAMPUS PRINCIPAL,32579.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-3425,2,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,SISTEMAS EMPRESARIALES,26.0,26.0,0.0,1.0,(01) OSCAR JAVIER AVILA CIFUENTES(Y),TALLER Y PBL,2025-01-21,2025-05-24,800.0,920.0,SD,SD_302,26.0,EXPR,Salón con móvil express,,,,M,,,V,,,26.0,2025-03-10,26.0,2025-04-21
202510,CAMPUS PRINCIPAL,33037.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2503,4,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,ARQUITECTURA Y DISEÑO DE SOFTWARE,32.0,31.0,1.0,2.0,(02) JUAN ANDRES AVELINO OSPINA,LABORATORIO,2025-01-21,2025-05-24,930.0,1050.0,SD,SD_715,65.0,EXPR,Salón con móvil express,,,,,,,V,,,32.0,2025-03-10,31.0,2025-04-21
